 0.621
 0.801
 0.617
 0.659
 0.589
 0.637
 0.602
 0.63
 0.652
 0.612
 0.662
 0.651
 0.526
 0.566
 0.698
 0.605
 0.622
 0.659
 0.526
 0.585
 0.733
 0.575
 0.676
 0.68
 0.625
 0.547
 0.562
 0.511
 0.677
 0.528
